system:index,distance_to_roads,gridcode,hii,tri,woody_cover,.geo
0000000000000000002e,10226.23783877685,S08W22,2.604218849417335,48.11663528353121,0.0,"{""type"":""Polygon"",""coordinates"":[[[98.64025597751609,-1.2304086844964435],[98.79306488382997,-1.2304265407832025],[98.79307833595178,-1.0766231652717193],[98.64027829728145,-1.0766097974749065],[98.64025597751609,-1.2304086844964435]]]}"
0000000000000000002f,16933.300111468543,S07W22,3.4244597315326826,32.388790335840156,0.0,"{""type"":""Polygon"",""coordinates"":[[[98.64027829728145,-1.0766097974749065],[98.79307833595178,-1.0766231652717193],[98.79308724798376,-0.9228198992059461],[98.64029163879846,-0.9228065140205104],[98.64027829728145,-1.0766097974749065]]]}"
00000000000000000030,20825.035613732667,S12W21,1.3432212710024642,32.606730207253484,0.0,"{""type"":""Polygon"",""coordinates"":[[[98.79300695565708,-1.8456353357918667],[98.94586044897194,-1.8456442154907493],[98.94586491372355,-1.6918409423055603],[98.79302477970566,-1.6918320043881128],[98.79300695565708,-1.8456353357918667]]]}"
00000000000000000031,20629.586862930555,S11W21,3.730962325819634,45.536873302122636,0.0,"{""type"":""Polygon"",""coordinates"":[[[98.79302477970566,-1.6918320043881128],[98.94586491372355,-1.6918409423055603],[98.94586937847541,-1.5380375840175444],[98.7930381477448,-1.538028690753415],[98.79302477970566,-1.6918320043881128]]]}"
00000000000000000032,8456.94250436036,S10W21,6.964087337225486,49.19743400820121,0.0,"{""type"":""Polygon"",""coordinates"":[[[98.7930381477448,-1.538028690753415],[98.94586937847541,-1.5380375840175444],[98.94586937847541,-1.384234291312538],[98.79305151578623,-1.3842253518313874],[98.7930381477448,-1.538028690753415]]]}"
00000000000000000033,10034.300321588235,S09W21,3.4624004323048085,54.29054303839053,0.0,"{""type"":""Polygon"",""coordinates"":[[[98.79305151578623,-1.3842253518313874],[98.94586937847541,-1.384234291312538],[98.94587384322753,-1.230430946891512],[98.79306488382997,-1.2304265407832025],[98.79305151578623,-1.3842253518313874]]]}"
00000000000000000034,8947.955663016393,S08W21,6.886188835112156,45.29666780102293,0.0,"{""type"":""Polygon"",""coordinates"":[[[98.79306488382997,-1.2304265407832025],[98.94587384322753,-1.230430946891512],[98.94587830797991,-1.0766276422303882],[98.79307833595178,-1.0766231652717193],[98.79306488382997,-1.2304265407832025]]]}"
00000000000000000035,10067.808235571283,S07W21,5.850616656744454,28.142711359425327,0.0,"{""type"":""Polygon"",""coordinates"":[[[98.79307833595178,-1.0766231652717193],[98.94587830797991,-1.0766276422303882],[98.94587830797991,-0.9228243289328644],[98.79308724798376,-0.9228198992059461],[98.79307833595178,-1.0766231652717193]]]}"
00000000000000000036,6398.143958336593,S12W20,3.4099685732064966,43.777014955606035,0.0,"{""type"":""Polygon"",""coordinates"":[[[98.94586044897194,-1.8456442154907493],[99.09871404289315,-1.8456442572384784],[99.09870509612509,-1.69184092554685],[98.94586491372355,-1.6918409423055603],[98.94586044897194,-1.8456442154907493]]]}"
00000000000000000037,10998.963863347035,S11W20,6.711020390135303,54.31853661689925,0.0,"{""type"":""Polygon"",""coordinates"":[[[98.94586491372355,-1.6918409423055603],[99.09870509612509,-1.69184092554685],[99.09869614935805,-1.5380375793765138],[98.94586937847541,-1.5380375840175444],[98.94586491372355,-1.6918409423055603]]]}"
00000000000000000038,3500.4610119822637,S10W20,7.808652847949825,47.694436413585024,0.0,"{""type"":""Polygon"",""coordinates"":[[[98.94586937847541,-1.5380375840175444],[99.09869614935805,-1.5380375793765138],[99.09869167597489,-1.3842342698458092],[98.94586937847541,-1.384234291312538],[98.94586937847541,-1.5380375840175444]]]}"
00000000000000000039,8728.041469722202,S09W20,6.873675609621021,31.763677088569885,0.0,"{""type"":""Polygon"",""coordinates"":[[[98.94586937847541,-1.384234291312538],[99.09869167597489,-1.3842342698458092],[99.0986828136128,-1.2304309601398613],[98.94587384322753,-1.230430946891512],[98.94586937847541,-1.384234291312538]]]}"
0000000000000000003a,8809.235120302868,S08W20,6.543237061142611,18.524179934340484,0.0,"{""type"":""Polygon"",""coordinates"":[[[98.94587384322753,-1.230430946891512],[99.0986828136128,-1.2304309601398613],[99.0986783402304,-1.0766276270546997],[98.94587830797991,-1.0766276422303882],[98.94587384322753,-1.230430946891512]]]}"
0000000000000000003b,14942.674951444928,S13W19,,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[99.09871404289315,-1.8456442572384784],[99.09872290525871,-1.9994430783032602],[99.25158533181099,-1.9994296699848837],[99.25156309138761,-1.8456263536736326],[99.09871404289315,-1.8456442572384784]]]}"
0000000000000000003c,3823.342752311831,S12W19,5.714162792356148,24.67316225812891,0.0,"{""type"":""Polygon"",""coordinates"":[[[99.09870509612509,-1.69184092554685],[99.09871404289315,-1.8456442572384784],[99.25156309138761,-1.8456263536736326],[99.25154524831473,-1.6918275452330198],[99.09870509612509,-1.69184092554685]]]}"
0000000000000000003d,4094.172499806095,S11W19,7.541442685484119,26.216110188314943,0.0,"{""type"":""Polygon"",""coordinates"":[[[99.09869614935805,-1.5380375793765138],[99.09870509612509,-1.69184092554685],[99.25154524831473,-1.6918275452330198],[99.25152740524577,-1.538024247576909],[99.09869614935805,-1.5380375793765138]]]}"
0000000000000000003e,5825.490546248782,S10W19,7.246121112649987,30.472943065175173,0.0,"{""type"":""Polygon"",""coordinates"":[[[99.09869167597489,-1.3842342698458092],[99.09869614935805,-1.5380375793765138],[99.25152740524577,-1.538024247576909],[99.25150956218077,-1.3842208758131678],[99.09869167597489,-1.3842342698458092]]]}"
0000000000000000003f,18610.997200819445,S13W18,,0.0029701703105921426,0.0,"{""type"":""Polygon"",""coordinates"":[[[99.25156309138761,-1.8456263536736326],[99.25158533181099,-1.9994296699848837],[99.4044522725631,-1.9993984941777954],[99.4044166040962,-1.8455996364175826],[99.25156309138761,-1.8456263536736326]]]}"
00000000000000000040,7537.287176303739,S12W18,6.073175069322434,10.773763604017242,0.0,"{""type"":""Polygon"",""coordinates"":[[[99.25154524831473,-1.6918275452330198],[99.25156309138761,-1.8456263536736326],[99.4044166040962,-1.8455996364175826],[99.40438093564478,-1.6918007406440672],[99.25154524831473,-1.6918275452330198]]]}"
00000000000000000041,7743.138280389188,S11W18,6.273693906629656,20.951754349689477,0.0,"{""type"":""Polygon"",""coordinates"":[[[99.25152740524577,-1.538024247576909],[99.25154524831473,-1.6918275452330198],[99.40438093564478,-1.6918007406440672],[99.40435416313562,-1.5380019246104606],[99.25152740524577,-1.538024247576909]]]}"
00000000000000000042,9017.299518662197,S15W17,7.8568680933348505,25.155137501020985,0.0,"{""type"":""Polygon"",""coordinates"":[[[99.40449243137813,-2.1531973453239455],[99.40453250548951,-2.3069961932522505],[99.55742622106193,-2.3069426788804215],[99.55736824792777,-2.153148270353369],[99.40449243137813,-2.1531973453239455]]]}"
00000000000000000043,8412.848880930822,S14W17,6.6562071494648185,18.86490794477272,0.0,"{""type"":""Polygon"",""coordinates"":[[[99.4044522725631,-1.9993984941777954],[99.40449243137813,-2.1531973453239455],[99.55736824792777,-2.153148270353369],[99.55731468859665,-1.9993538690631922],[99.4044522725631,-1.9993984941777954]]]}"
00000000000000000044,10298.423118508112,S16W16,9.384220712561904,39.78571191946596,0.0,"{""type"":""Polygon"",""coordinates"":[[[99.55742622106193,-2.3069426788804215],[99.55748860800836,-2.4607370494800582],[99.71039116105001,-2.4606657667127823],[99.71031539482064,-2.3068757914279816],[99.55742622106193,-2.3069426788804215]]]}"
00000000000000000045,1829.2656561603956,S15W16,11.10702710331915,36.17161703921845,0.0,"{""type"":""Polygon"",""coordinates"":[[[99.55736824792777,-2.153148270353369],[99.55742622106193,-2.3069426788804215],[99.71031539482064,-2.3068757914279816],[99.71023954362427,-2.1530858482087774],[99.55736824792777,-2.153148270353369]]]}"
00000000000000000046,2306.760892491952,S14W16,9.464665559470843,30.589262258427674,0.0,"{""type"":""Polygon"",""coordinates"":[[[99.55731468859665,-1.9993538690631922],[99.55736824792777,-2.153148270353369],[99.71023954362427,-2.1530858482087774],[99.7101727061915,-1.9992914350179003],[99.55731468859665,-1.9993538690631922]]]}"
00000000000000000047,10672.533408247862,S01W16,17.4994356090028,8.980290567126664,0.1374629450006918,"{""type"":""Polygon"",""coordinates"":[[[99.55697584811165,3.5080171312203E-8],[99.5569802618566,-0.15379886284727262],[99.70974464174962,-0.1537944088397241],[99.70974013492456,3.506429909719157E-8],[99.55697584811165,3.5080171312203E-8]]]}"
00000000000000000048,5072.138519023143,S16W15,12.011016249843339,23.222429128029663,0.0,"{""type"":""Polygon"",""coordinates"":[[[99.71031539482064,-2.3068757914279816],[99.71039116105001,-2.4606657667127823],[99.86329373472559,-2.460572111819867],[99.86319568347723,-2.3067910952843262],[99.71031539482064,-2.3068757914279816]]]}"
00000000000000000049,4538.091721275259,S15W15,14.628747525880334,30.694530812349644,0.0,"{""type"":""Polygon"",""coordinates"":[[[99.71023954362427,-2.1530858482087774],[99.71031539482064,-2.3068757914279816],[99.86319568347723,-2.3067910952843262],[99.8631064918656,-2.1530056293306536],[99.71023954362427,-2.1530858482087774]]]}"
0000000000000000004a,10205.499727536237,S03W15,16.913447768671173,6.394636595430374,0.6206197951248285,"{""type"":""Polygon"",""coordinates"":[[[99.70975357036602,-0.30758434932958273],[99.70976692077515,-0.4613787166168915],[99.86253122097662,-0.46136091787107275],[99.86251341685991,-0.30757543467728143],[99.70975357036602,-0.30758434932958273]]]}"
0000000000000000004b,2873.5047173450143,S02W15,11.835651071033547,8.13771516829611,31.585259614499094,"{""type"":""Polygon"",""coordinates"":[[[99.70974464174962,-0.1537944088397241],[99.70975357036602,-0.30758434932958273],[99.86251341685991,-0.30757543467728143],[99.86250447220937,-0.15378549640249453],[99.70974464174962,-0.1537944088397241]]]}"
0000000000000000004c,1241.9030928729073,S01W15,15.172306400069685,7.4964571293609366,58.116182321074994,"{""type"":""Polygon"",""coordinates"":[[[99.70974013492456,3.506429909719157E-8],[99.70974464174962,-0.1537944088397241],[99.86250447220937,-0.15378549640249453],[99.862500042478,3.5048178081748124E-8],[99.70974013492456,3.506429909719157E-8]]]}"
0000000000000000004d,9526.224590777645,S19W14,10.218716405232737,10.054948626763293,0.0,"{""type"":""Polygon"",""coordinates"":[[[99.86350338247097,-2.7681385875147546],[99.8636192384135,-2.9219240585167587],[100.01657086777871,-2.921794780034261],[100.01643270385773,-2.7680181821716623],[99.86350338247097,-2.7681385875147546]]]}"
0000000000000000004e,6698.5005879421815,S18W14,9.858345042096058,31.155626957856704,0.0,"{""type"":""Polygon"",""coordinates"":[[[99.86339630105142,-2.614357546350784],[99.86350338247097,-2.7681385875147546],[100.01643270385773,-2.7680181821716623],[100.01630785301698,-2.6142416446705523],[99.86339630105142,-2.614357546350784]]]}"
0000000000000000004f,5176.45455173405,S17W14,10.338379231034818,25.207180041225556,0.0,"{""type"":""Polygon"",""coordinates"":[[[99.86329373472559,-2.460572111819867],[99.86339630105142,-2.614357546350784],[100.01630785301698,-2.6142416446705523],[100.01618743996963,-2.4604650676389226],[99.86329373472559,-2.460572111819867]]]}"
00000000000000000050,10620.181234456228,S04W14,23.629257928233944,18.69068382709498,0.5300551043021486,"{""type"":""Polygon"",""coordinates"":[[[99.86253122097662,-0.46136091787107275],[99.86255354001811,-0.6151463847731267],[100.01531340496585,-0.615119647164513],[100.01529113178071,-0.4613386029040717],[99.86253122097662,-0.46136091787107275]]]}"
00000000000000000051,2580.8506626681383,S03W14,16.893733613290845,16.729349561967517,37.1728978420879,"{""type"":""Polygon"",""coordinates"":[[[99.86251341685991,-0.30757543467728143],[99.86253122097662,-0.46136091787107275],[100.01529113178071,-0.4613386029040717],[100.01526885860127,-0.3075620259004532],[99.86251341685991,-0.30757543467728143]]]}"
00000000000000000052,681.776140565105,S02W14,12.902610816364474,11.30473314769222,74.2866018560044,"{""type"":""Polygon"",""coordinates"":[[[99.86250447220937,-0.15378549640249453],[99.86251341685991,-0.30757543467728143],[100.01526885860127,-0.3075620259004532],[100.01525989812839,-0.15378099326874214],[99.86250447220937,-0.15378549640249453]]]}"
00000000000000000053,1271.0296028354594,S01W14,15.2200900521555,11.89879543617506,82.5042420561719,"{""type"":""Polygon"",""coordinates"":[[[99.862500042478,3.5048178081748124E-8],[99.86250447220937,-0.15378549640249453],[100.01525989812839,-0.15378099326874214],[100.01525546056122,3.5031808413799335E-8],[99.862500042478,3.5048178081748124E-8]]]}"
00000000000000000054,3890.6781202351494,S19W13,10.089349622720325,19.205336113703073,0.0,"{""type"":""Polygon"",""coordinates"":[[[100.01643270385773,-2.7680181821716623],[100.01657086777871,-2.921794780034261],[100.16951363508099,-2.9216431419670448],[100.16935753420783,-2.767875481611724],[100.01643270385773,-2.7680181821716623]]]}"
