Dem75mInteger_100_no,MinTemp_Jul_100_no,MaxTemp_Jan_100_no,log_vertical_distance_major_streams_sept2012_100_no,wetness_index_saga_sept2012_100_no,Evaporation_Jul_100_no.grd,Evaporation_Jan_100_no.grd,RainDays_Jul_100_no.gri,Rainfall_Jul_100_no.grd,RainDays_Jan_100_no.gri,Rainfall_Jan_100_no.grd,visible_sky_sept2012_100_no
1.358794544,-1.079225994,-1.606905562,1.313208861,-1.984762826,-1.67369689,-1.886644849,1.777051792,3.794503407,1.307587727,1.602190707,-2.648714533
0.600911451,-0.187194233,-1.651471129,1.042733289,-1.767436099,-1.025539936,-1.957835836,1.394975025,1.186534346,1.921126464,1.91884669,-2.659408172
2.995197689,-1.783926187,-2.608751881,1.923170646,-1.896541579,-2.207216337,-2.21591434,1.772842286,4.040528756,1.88384963,1.994074451,-0.734936202
1.263022502,-1.055700549,-1.578409473,0.904932471,-2.894370532,-1.483327859,-1.998844718,1.601017982,2.813204373,1.822138634,1.765590485,-1.6833282
1.774245045,-1.183011677,-1.607271608,1.361008942,-2.340038954,-1.680729761,-1.928697696,1.747915562,3.802463436,1.435416286,1.658154175,-0.009819209
2.509987533,-1.321677041,-2.450464102,1.862179639,-1.559441023,-1.936363641,-2.218631372,1.914475321,3.868535784,2.183635387,2.014677915,-0.055853472
1.828379684,-0.960501702,-2.329110835,1.783804818,-2.335082728,-1.779750471,-2.150903921,2.037334878,3.511685306,2.131887748,2.062226003,-2.30340837
0.508244054,-0.287564379,-1.53317555,1.253505755,-2.685405893,-1.040722001,-1.855263302,1.599491293,2.215365321,1.706576169,1.708662118,-1.882257556
0.381988196,-0.228945461,-1.393359601,1.15255125,-2.064495858,-0.946097544,-1.793500441,1.512425977,2.253438116,1.605916924,1.65217208,-1.142287644
0.368918151,0.133536506,-1.43988213,0.795359072,-0.490639045,-0.761990039,-1.852606976,1.1970242,0.942401509,1.788921915,1.726484539,-0.4850828
-0.261236806,0.422597597,-1.124571854,0.606677347,-1.664051253,-0.373704672,-1.711982805,1.104286038,0.676282897,1.701221215,1.016917347,0.320106098
1.804285606,-0.848304266,-2.230751479,1.787484577,-0.723170501,-1.714669638,-2.104838958,2.029484,3.33782978,2.052067886,2.014662467,-0.031704231
0.487001067,-0.066494608,-0.840993756,1.254019254,0.446998231,-1.194726007,-1.132757246,1.201836715,0.981374329,0.77836511,0.30090456,-1.176281347
1.92935883,-0.90518904,-2.199240751,1.784953961,-2.468323271,-1.716451814,-2.104603143,2.007065963,3.413162568,2.046021977,2.012296073,-0.480659288
1.070684444,-0.711929833,-1.633388522,1.310808755,-2.665115967,-1.418297885,-1.904977745,1.776088249,3.004979097,1.690222923,1.716491342,-0.174233158
0.032562521,-0.298503324,-1.182891769,0.255610095,-1.777573679,-0.776701876,-1.825602026,1.341009224,1.463204352,1.535225468,1.42936056,-1.56329042
0.580226467,-0.179994361,-1.555051451,1.048136763,-1.759545033,-0.954978305,-1.935535175,1.401554622,1.152136225,1.855006726,1.918556691,-0.745494947
0.196228653,0.264710278,-1.361745428,1.135436024,-2.401695849,-0.581635514,-1.824095257,1.253136343,0.807382643,1.832814564,1.328050513,0.367319412
-0.091744491,-0.039722213,-1.098772413,0.260948343,0.719530723,-0.829502134,-1.638984923,1.356905913,2.474700921,1.388390384,1.539197032,-4.460649653
2.224656345,-1.325092468,-2.063103999,1.70382833,-2.79198716,-1.923318438,-2.031134615,1.905016304,4.414358364,1.536568963,1.814176025,-0.674933723
1.210997726,-0.453233366,-2.112409103,1.689036068,-1.255076745,-1.483766475,-2.034856096,1.95892241,2.587241663,2.058504878,1.905972226,-3.353176255
0.878225161,-0.849329198,-1.126575799,0.069789006,-1.574579478,-1.373490216,-1.766541483,1.509151108,2.861507189,1.262658601,1.3013529,-1.439340316
0.339713207,0.13549498,-0.95057337,0.945813007,-0.446509367,-1.115995927,-1.382362294,1.411275148,1.693381399,1.182781699,1.113290994,-1.370859221
0.874088719,-0.442832446,-1.668784216,1.290009796,-2.210660556,-1.127213009,-1.988677807,1.558275567,1.527840482,1.919152893,2.062226003,0.012432942
0.982210862,-0.836820271,-1.523711886,0.773610616,-0.664240194,-1.34856021,-1.97089656,1.479703255,2.046900786,1.796420192,1.643252823,-4.495634637
0.339195921,-0.651988416,-0.781500281,-2.097744219,-0.514855451,-1.252546703,-1.617505447,1.279453255,2.425932035,0.998652056,0.927938243,-3.816200324
0.900078898,-0.67588949,-1.675389574,1.240889567,-1.473512411,-1.277689008,-1.954915472,1.707736259,2.412516735,1.793888267,1.824204269,-0.532419668
2.645859924,-1.486765677,-2.475470033,1.844453408,-1.921122548,-1.97803047,-2.234375361,1.651891472,3.78821138,2.139779553,1.812453132,-0.005929494
0.025208538,-0.374046721,-1.261414032,0.226127235,-1.89976785,-0.831978713,-1.869408416,1.386798956,1.448880366,1.598651237,1.522015986,-1.881054168
1.476526741,-0.724963434,-1.830302018,1.601308844,-2.341317874,-1.482000112,-1.976910677,1.863304333,2.956567558,1.843129216,1.845709139,0.198102128
3.063784888,-1.875763715,-2.703522553,1.93927095,-2.747060922,-2.257952038,-2.238193979,1.752114191,3.797018694,1.922495305,2.047847615,-0.931478987
-0.232884136,0.152590903,-1.155436282,0.481700467,-0.175453928,-0.74000228,-1.605517576,1.349753002,2.253483312,1.386179167,1.657126124,-3.291548429
1.572061886,-0.492707132,-2.286483479,1.834563362,-2.256198274,-1.610858049,-2.078192939,2.051503824,2.74387714,2.139620203,1.95439282,-0.874135197
0.075994232,0.193566411,-1.303578456,0.328948241,-1.076076335,-0.616547287,-1.800939783,1.134697312,0.798332314,1.743385679,1.459590508,0.065648923
-0.256653407,0.123302763,-1.177364454,0.188592207,0.24749901,-0.568657763,-1.782644235,1.28118893,0.948348615,1.590222967,1.193591484,-1.443089203
0.326642237,0.017893596,-1.460509034,1.028829287,-2.429898888,-0.786594715,-1.89551928,1.349654949,0.927608605,1.830348285,1.698321484,0.381027754
1.817905326,-1.362144244,-2.054149485,1.4462951,-2.756673883,-1.839267635,-2.104079854,1.813294957,3.90887126,1.896749156,1.846425445,-4.407906479
0.988631137,-0.907398848,-1.274881283,0.147894937,-0.914685222,-1.443546119,-1.816658267,1.601847968,3.066488162,1.341574727,1.440569457,-1.749061228
0.14652195,-0.324718562,-1.412335576,0.665076428,-1.033878384,-0.889771929,-1.918560176,1.443877456,1.236953913,1.728415103,1.746726984,-2.905133765
1.092746391,-0.172263678,-1.554599713,1.568509132,-1.390602013,-1.456070485,-1.658686666,1.837652242,2.227071208,1.757749655,1.914889156,-1.638499503
1.505034875,-1.114459013,-1.585823455,1.191035711,-2.713269678,-1.656935962,-1.909969751,1.756585752,3.726311694,1.394318766,1.632540216,-0.40627805
1.239807533,-0.514196244,-1.253077181,1.691240637,-1.928431354,-1.558616721,-1.335359759,1.461216804,1.588520101,0.955667057,0.591501544,-0.125585273
0.452864781,-0.085955958,-1.505811871,1.009904926,-1.281105336,-0.872652671,-1.914932405,1.362667686,1.029882071,1.836644674,1.837507347,0.162906089
2.857340361,-1.799283318,-2.618411291,1.88339017,-2.030018392,-2.199779458,-2.225738134,1.7043199,3.762041748,1.923244915,1.972329643,-1.848801929
-0.010085396,-0.118989322,-1.275193159,0.030387643,-0.875905915,-0.748992879,-1.863045806,1.310361503,0.954416847,1.679604581,1.551307516,-3.821246109
0.928675868,-0.865689739,-1.095141788,0.497515671,-2.970110539,-1.360639017,-1.767703959,1.470646195,2.821183856,1.254692024,1.278927912,-1.814301243
1.066374956,-0.502389244,-1.170987918,1.6259181,-1.075504044,-1.518178849,-1.282811949,1.396689261,1.459993639,0.901510058,0.499420196,0.032651383
1.646106967,-0.792637961,-1.9657885,1.671150841,-2.728630207,-1.552095814,-2.032919243,1.911753974,3.044495002,1.934285523,1.920869094,-0.608847536
2.592771888,-1.481507394,-2.386730588,1.780035394,-2.254247524,-1.98170098,-2.200312587,1.771286944,3.965358566,2.052067886,1.900823711,0.383558082
0.455711246,-0.215682647,-1.563346473,1.267307967,-1.163324891,-1.065361714,-1.840956792,1.632528856,2.283498327,1.722250079,1.729389385,-3.187783869
3.364017445,-1.910665579,-2.713023127,2.027768263,-2.726398778,-2.282934652,-2.222567287,1.771229059,3.960519006,1.855571334,2.039614887,-0.66990649
0.910074836,-0.361324361,-1.54884063,1.444233029,-0.372517783,-1.312364745,-1.804929807,1.74147615,2.927132983,1.692045993,1.696563041,-1.675424013
0.398079602,-0.602398483,-1.416839054,0.384743465,0.050487474,-1.070834422,-1.882632764,1.513272921,2.007864308,1.625776347,1.601617632,-2.39116184
1.587758155,-0.789882579,-2.094139676,1.65742204,-2.014373951,-1.495934794,-2.125039226,1.692454722,2.138545054,2.191743256,1.824485562,-1.003756288
2.8455168,-1.598890855,-2.721659822,1.918219473,-1.344737854,-2.089070003,-2.299209251,1.651891472,3.964107284,2.227491221,1.915837418,-1.208493629
1.818096879,-1.094718043,-2.150488685,1.552274218,-1.864202679,-1.669438814,-2.150713784,1.627300462,2.561606758,2.144303257,1.634293208,-2.177842008
0.900552692,-0.74521429,-1.327515627,0.442963356,-2.459148547,-1.238744121,-1.902147463,1.401820553,1.957981157,1.646313945,1.548658912,-3.559508524
1.547981688,-0.897015893,-1.647371642,1.50619788,-2.616370595,-1.569382499,-1.908458759,1.810351875,3.44024025,1.560867568,1.7150259,-0.10053413
1.482806359,-0.66116063,-1.547184633,1.709256248,-2.099588249,-1.654320299,-1.656964577,1.788564015,3.195377715,1.298773039,1.510745731,0.055572826
1.285561945,-0.964965039,-1.39416719,1.23640279,-0.912933265,-1.553354021,-1.822510937,1.678093848,3.333414128,1.262662876,1.465995575,-1.64783045
1.528446024,-1.1226148,-1.25341666,1.574047138,-2.547898398,-1.636815217,-1.759404657,1.546161183,3.219817827,0.999527873,1.218983996,0.230105534
1.08746248,-0.639800823,-1.326342399,1.324655707,-1.246504885,-1.447096815,-1.728393166,1.669420622,3.361169667,1.30656257,1.462121174,-3.14402389
0.830092527,-0.143226809,-1.260636364,1.427639697,-1.854547054,-1.382874343,-1.403358364,1.527749069,1.610471184,1.211978324,0.91366822,-0.395956573
0.701182683,-0.269847233,-1.209706959,1.071841155,-0.472400356,-1.256874734,-1.641229316,1.591561961,3.198190114,1.404254352,1.472650736,-0.546947743
1.463226277,-0.679113149,-1.458160372,1.721676968,-1.135356829,-1.64478944,-1.604352037,1.72147506,2.938098273,1.131095375,1.301904784,0.084128303
0.769314596,0.016593525,-1.169421078,1.396388285,-2.102526052,-1.274281786,-1.36261614,1.461862259,1.423902552,1.175928528,0.8768296,-0.079242615
0.690530652,0.232912821,-1.292965505,1.425471833,-2.06709949,-1.202162218,-1.412833201,1.490744649,1.255916193,1.302281233,1.028310775,0.248382721
1.206000682,-0.376057902,-1.528988731,1.57343587,-1.746810138,-1.512771938,-1.668480841,1.81631541,2.843487898,1.613478402,1.818422339,-0.835416647
0.625285919,-0.364679443,-1.213887737,0.97559332,-1.466468479,-1.317301276,-1.644627198,1.608395066,3.26662224,1.353970838,1.437170719,-2.342037917
0.21077005,-0.039927264,-0.616009848,0.847988007,-0.642902941,-1.087347327,-1.301128832,1.248098308,1.683375149,0.867963392,0.636334803,-1.811206325
0.78787121,-0.109327093,-1.15204211,1.408087611,-0.291397388,-1.331706497,-1.327911483,1.432219585,1.393748196,1.079747714,0.676757413,0.257513279
0.820381605,-0.123808194,-1.159605928,1.442358557,-0.98387486,-1.327850919,-1.309084567,1.401199573,1.283503242,1.030105979,0.573840083,0.191935876
1.73946007,-1.007318939,-1.810860929,1.707043653,-1.153518084,-1.793591226,-1.867914384,1.892677899,4.37666168,1.273058862,1.686480765,-1.269215422
0.233481613,-0.037174695,-0.853827084,0.538449254,0.317012322,-1.1151322,-1.44664229,1.371747238,2.579613585,1.119917527,1.004049293,-1.372304007
-0.024961779,-0.168059538,-1.286576628,0.692191821,-1.731526757,-0.76942122,-1.809372738,1.396353901,1.479821308,1.581136208,1.503772557,-1.556929035
2.44690541,-1.321232349,-2.362936953,1.810700061,-2.114989998,-1.916303404,-2.188050155,1.928107175,3.923145581,2.09592372,2.014008184,-0.509894572
0.512042733,0.635145273,-1.587027096,1.503565416,-2.681750497,-1.015928004,-1.599755744,1.586514961,1.724662207,1.587285841,1.690544216,-0.236820269
0.169411186,-0.341698735,-1.19967296,0.330745303,-1.342481371,-1.033104511,-1.733420795,1.459334307,2.559318262,1.449635337,1.335075794,-2.292294049
0.089913775,0.255096821,-1.390303626,0.666107551,-1.753782998,-0.606047668,-1.822222929,1.171939089,0.798028016,1.832750331,1.44145342,-0.454353008
0.151163648,-0.102136644,-0.674083126,0.942414428,-2.053936885,-1.151719313,-1.066298489,1.12501819,0.841656865,0.643418577,0.203285108,-2.965347224
-0.301957159,0.428067852,-1.117087158,0.145845317,-0.239545827,-0.328367829,-1.689286102,1.039842423,0.612413369,1.701221215,0.968564892,-0.273654499
-0.016603761,0.423723135,-1.231586656,1.013018284,-1.738939644,-0.755632498,-1.566580497,1.380781189,1.796287478,1.393669172,1.633284223,0.157786397
-0.172525402,0.847731802,-1.184839608,0.989236546,-1.877708689,-0.710698322,-1.402998502,1.306436535,1.19756706,1.255981798,1.149394329,-1.831973733
0.150519585,0.225056867,-1.402411913,0.612435363,-1.782470217,-0.67710775,-1.820594862,1.112645009,0.839430787,1.792292591,1.611581425,-3.470151414
-0.468826952,0.479098154,-1.075802443,0.29265205,0.151957873,-0.519911811,-1.527693549,1.243854401,1.236038428,1.264246154,1.284820263,-0.788982357
0.568724013,0.541386578,-1.828490712,1.54328478,-2.16530712,-1.190576408,-1.705903812,1.751884584,1.869520793,1.761231212,1.919174617,-2.921949719
-0.064561499,0.344226795,-1.265472984,0.544977489,-0.508377327,-0.480399344,-1.768480847,1.126596348,0.702846934,1.788775763,1.207799555,0.006117074
-0.014475391,0.195433661,-1.221675865,0.673308126,-2.230570489,-0.553086117,-1.792201677,1.214320526,0.767210424,1.711618604,1.285324171,0.410853239
2.743596544,-1.143404624,-2.680959015,2.095703037,-1.094800587,-2.113023833,-2.170400843,2.199352027,4.201668501,2.046795334,2.249280154,0.31787718
-0.023871684,0.306967377,-1.219195834,0.271319321,-2.290065282,-0.489727913,-1.757193137,1.095082318,0.690231104,1.721776378,1.244560549,-0.018215807
-0.267669112,0.585953685,-1.153892705,0.719294701,0.696826725,-0.641753677,-1.503394199,1.300622584,1.483954945,1.306558973,1.423101616,-0.613256927
0.828798848,-0.488499157,-0.620631578,1.232209697,-2.7478039,-1.323563221,-1.265483571,1.211762676,1.341543712,0.52134246,0.40265744,-3.370667133
0.221881994,-0.112198139,-1.315847958,-1.209654091,-1.173978517,-0.861678669,-1.834684577,1.157323314,0.979938043,1.678740522,1.568334095,-4.321700844
0.12834104,0.830929326,-1.375762253,1.293567371,-2.343446741,-0.771941117,-1.45523464,1.393424367,1.231426423,1.357694891,1.293952653,-1.842351992
1.602817764,-0.690160179,-1.918629015,1.729965667,-0.37825147,-1.645537114,-1.939643695,1.962342968,3.395298132,1.788932883,1.87203365,-3.069481994
-0.376393675,0.864511708,-0.897604836,0.5647332,-1.123113648,-0.611395386,-1.170962711,1.062766792,0.158973777,0.901127422,0.546678225,-0.431025304
0.646077322,-0.457476372,-1.605329106,0.906745725,-2.230715355,-1.157489736,-1.954082956,1.322482888,1.088017044,1.853401876,1.618418523,-3.745259653
1.218543262,-0.801957282,-1.073634794,1.515794651,-2.567895134,-1.569716219,-1.473372703,1.464958496,2.356323878,0.648681202,0.787011259,-0.112436714
0.888451518,-0.860844857,-1.393795596,-0.07224181,-1.513627123,-1.317377659,-1.931194184,1.482035121,2.292836163,1.687666406,1.655032548,-3.941062695
3.313118855,-1.711408209,-2.979341236,2.082414314,-1.920135075,-2.213313723,-2.368028629,1.82316458,4.147532442,2.318748873,2.189302329,-1.016733825
0.154172054,-0.26962818,-0.389582122,0.186269496,-0.064503117,-1.182097439,-1.335454308,1.098310746,1.71612172,0.647190932,0.398874999,-0.759243246
0.420676418,-0.568934887,-0.679047084,0.712631968,0.647130799,-1.29707673,-1.513994874,1.262218193,2.200192097,0.823903893,0.713779632,-3.884510022
1.82993432,-1.021890764,-1.961992469,1.549462481,-2.729283209,-1.638287421,-2.064867604,1.896741008,3.368974903,1.947965432,1.952186223,-0.605684419
-0.127743563,-0.185478606,-1.133413726,-1.994438324,-0.070900679,-0.713832838,-1.838487122,1.283307337,1.173122473,1.528523561,1.360658806,-2.269641569
1.090327452,-0.401452702,-1.637815936,1.399778761,-2.775790595,-1.132423785,-1.957451485,1.309230305,1.016819952,1.881854589,1.628648161,-3.574945711
1.689683963,-0.787107452,-2.123652809,1.780907477,-0.98786781,-1.76595022,-2.005816804,2.032004677,3.623441466,1.837373037,1.952446989,-1.716015242
2.596081042,-1.485301027,-2.440716263,1.824991016,-2.253198994,-2.050565004,-2.183012615,1.914475321,4.342613028,1.920500384,2.014676736,-0.049914122
-0.137854248,0.480412707,-1.218800102,0.906228311,-0.738857441,-0.711952237,-1.550346138,1.354327028,1.667079177,1.371612167,1.563942283,-0.287862161
3.144351111,-1.419167285,-2.904842062,2.16701179,-2.269921966,-2.256809808,-2.251722134,2.237123722,4.46495372,2.095927344,2.399631563,0.601744265
-0.040311957,-0.106990721,-0.966025851,-0.447123552,-0.565902827,-0.858236243,-1.622664637,1.309717121,2.353814311,1.305921823,1.30145659,-0.936983835
0.423472911,-0.560584966,-1.293433479,-0.129687468,0.472540597,-1.103456032,-1.819202549,1.498341728,2.252669646,1.519196378,1.418894602,-2.67895274
0.047813683,0.365525896,-1.409801597,1.133712251,-1.241599022,-0.835394245,-1.645648438,1.485760128,1.753846094,1.524127338,1.634036463,-0.187896134
0.64042326,-0.246309073,-1.352449155,-0.583486063,-0.79198329,-0.957320702,-1.862475541,1.222115178,1.080233636,1.701221215,1.58674512,-1.494566048
2.843982523,-1.60247298,-2.583411304,1.886230432,-1.735648902,-2.124884705,-2.23110313,1.866732803,4.330694651,2.008212052,2.015710782,0.548977207
-0.401634298,0.306967377,-1.122391211,0.098921385,-0.316347177,-0.470697423,-1.700323756,1.256424295,0.93633573,1.485955132,1.066463978,-0.558040958
0.064554704,0.568933051,-0.979604264,0.937182221,-0.828903235,-0.876245348,-1.245100611,1.219866068,0.47226211,1.038910453,0.636075614,-0.020454865
0.793136613,0.207244975,-1.404514988,1.50643021,-2.301660288,-1.252221365,-1.462633938,1.551850623,1.365113589,1.363080647,1.124792898,-0.162218963
1.488175405,-0.937466725,-1.791547361,1.452847804,-2.363963839,-1.58578364,-1.985261255,1.850680004,3.36604848,1.742928122,1.841703841,-2.750004271
0.66865378,-0.687964351,-1.373609976,0.757938237,-0.717903564,-1.320647636,-1.82425188,1.626243186,2.881146451,1.491101393,1.492550591,-4.34399746
0.684576767,-0.623681149,-0.776671266,1.084803958,-2.695144861,-1.357606361,-1.526037923,1.332615002,2.283868458,0.824104538,0.759804271,-0.439186211
1.93547188,-0.918624307,-2.179146408,1.834086578,-2.09173535,-1.822727608,-2.032736781,2.038591377,3.88367015,1.832789441,1.976553778,-4.3862588
-0.352133029,0.304149832,-1.133193484,0.282725236,-0.339245442,-0.46527398,-1.745848134,1.222777368,0.848814164,1.612415343,1.064848574,-0.132307928
2.054176651,-1.267927777,-1.56439589,1.806201227,-2.656210853,-1.812278158,-1.821377416,1.680743782,3.782935128,0.95366393,1.359896812,-0.222938427
0.643619517,-0.547509109,-1.155221736,0.553730605,-2.171007843,-1.142097063,-1.756044826,1.465713973,2.407588732,1.397362061,1.257641818,-2.94648051
2.28377137,-1.311855697,-2.167084795,1.738070926,-1.748517986,-1.915349634,-2.09365493,1.938191471,4.242346493,1.788410359,1.919581738,0.410203101
2.404635974,-0.959324196,-2.40820437,2.002364668,-2.484189906,-1.962021935,-2.073525173,2.134249248,3.989880253,1.920506964,2.11911494,-1.699748557
1.331559731,-0.500817634,-1.907607844,1.693192552,-0.885381664,-1.556253926,-1.921324421,1.949310339,2.8093726,1.876603925,1.779141773,-5.543648139
