survey id,# replicates surveyed,grid cell label,start date,observation,replicate #,sumatragridmrgd2_centroids_srtm_srtm_1,sumatragridmrgd2_centroids_hii_hii_1
SumatraSurvey10,"36",N28W36,2/4/2009,"1","25",914.000000000000000,6.000000000000000
SumatraSurvey10,"36",N28W36,2/4/2009,"1","31",914.000000000000000,6.000000000000000
SumatraSurvey10,"36",N28W36,2/4/2009,"1","33",914.000000000000000,6.000000000000000
SumatraSurvey10,"45",N28W37,1/1/2008,"1","41",101.000000000000000,14.681485176086426
SumatraSurvey10,"36",N29W27,4/23/2008,"1","14",23.000000000000000,12.255946159362793
SumatraSurvey10,"36",N29W27,4/23/2008,"1","36",23.000000000000000,12.255946159362793
SumatraSurvey10,"52",N29W28,4/23/2008,"1","39",129.000000000000000,6.660776138305664
SumatraSurvey10,"52",N29W28,4/23/2008,"1","40",129.000000000000000,6.660776138305664
SumatraSurvey10,"35",N29W29,4/23/2008,"0","1",733.000000000000000,1.250470042228699
SumatraSurvey10,"33",N29W31,1/1/2008,"0","1",1283.000000000000000,2.000000000000000
SumatraSurvey10,"31",N29W32,9/15/2008,"0","1",434.000000000000000,9.262444496154785
SumatraSurvey10,"37",N29W34,5/15/2008,"1","29",1872.000000000000000,2.253419637680054
SumatraSurvey10,"46",N29W35,5/21/2008,"1","14",1672.000000000000000,11.000000000000000
SumatraSurvey10,"42",N29W36,7/12/2008,"1","4",1850.000000000000000,2.000000000000000
SumatraSurvey10,"42",N29W36,7/12/2008,"1","20",1850.000000000000000,2.000000000000000
SumatraSurvey10,"61",N29W37,10/19/2008,"0","1",144.000000000000000,9.250009536743164
SumatraSurvey10,"30",N29W38,1/1/2008,"1","14",39.000000000000000,10.259295463562012
SumatraSurvey10,"30",N29W38,1/1/2008,"1","15",39.000000000000000,10.259295463562012
SumatraSurvey10,"17",N30W28,4/23/2008,"1","7",58.000000000000000,14.279920578002930
SumatraSurvey10,"17",N30W28,4/23/2008,"1","8",58.000000000000000,14.279920578002930
SumatraSurvey10,"28",N30W29,4/23/2008,"1","2",61.000000000000000,2.366439819335938
SumatraSurvey10,"28",N30W29,4/23/2008,"1","13",61.000000000000000,2.366439819335938
SumatraSurvey10,"28",N30W30,1/1/2008,"0","1",334.000000000000000,3.250053167343140
SumatraSurvey10,"28",N30W31,1/1/2008,"1","1",1314.000000000000000,2.000000000000000
SumatraSurvey10,"28",N30W31,1/1/2008,"1","2",1314.000000000000000,2.000000000000000
SumatraSurvey10,"28",N30W31,1/1/2008,"1","3",1314.000000000000000,2.000000000000000
SumatraSurvey10,"35",N30W32,1/1/2008,"0","1",432.000000000000000,9.000000000000000
SumatraSurvey10,"26",N30W33,1/1/2008,"0","1",2016.000000000000000,5.253419399261475
SumatraSurvey10,"32",N30W36,1/1/2008,"1","5",1696.000000000000000,2.000000000000000
SumatraSurvey10,"47",N30W37,11/20/2008,"0","1",1027.000000000000000,3.000000000000000
SumatraSurvey10,"48",N30W38,1/1/2008,"1","2",124.000000000000000,11.250012397766113
SumatraSurvey10,"48",N30W38,1/1/2008,"1","29",124.000000000000000,11.250012397766113
SumatraSurvey10,"15",N30W39,1/1/2008,"0","1",80.000000000000000,10.681485176086426
