survey id,# replicates surveyed,grid cell label,start date,observation,replicate #,sumatragridmrgd2_centroids_srtm_srtm_1,sumatragridmrgd2_centroids_hii_hii_1
SumatraSurvey10,"29",N23W29,12/7/2007,"1","14",1425.000000000000000,3.000000000000000
SumatraSurvey10,"29",N23W29,12/7/2007,"1","15",1425.000000000000000,3.000000000000000
SumatraSurvey10,"29",N23W29,12/7/2007,"1","22",1425.000000000000000,3.000000000000000
SumatraSurvey10,"26",N23W31,3/16/2008,"1","6",1465.000000000000000,3.000000000000000
SumatraSurvey10,"26",N23W31,3/16/2008,"1","10",1465.000000000000000,3.000000000000000
SumatraSurvey10,"32",N23W32,6/24/2007,"1","1",758.000000000000000,6.250358581542969
SumatraSurvey10,"32",N23W32,6/24/2007,"1","14",758.000000000000000,6.250358581542969
SumatraSurvey10,"32",N23W32,6/24/2007,"1","16",758.000000000000000,6.250358581542969
SumatraSurvey10,"32",N23W32,6/24/2007,"1","23",758.000000000000000,6.250358581542969
SumatraSurvey10,"32",N23W32,6/24/2007,"1","27",758.000000000000000,6.250358581542969
SumatraSurvey10,"32",N23W32,6/24/2007,"1","29",758.000000000000000,6.250358581542969
SumatraSurvey10,"8",N23W33,1/26/2008,"0","1",0.000000000000000,nan
SumatraSurvey10,"17",N24W26,9/17/2007,"0","1",176.000000000000000,4.250051021575928
SumatraSurvey10,"18",N24W27,12/6/2007,"1","3",1638.000000000000000,4.000000000000000
SumatraSurvey10,"18",N24W27,12/6/2007,"1","5",1638.000000000000000,4.000000000000000
SumatraSurvey10,"35",N24W28,1/1/2008,"0","1",1260.000000000000000,3.296728134155273
SumatraSurvey10,"34",N24W29,11/4/2007,"0","1",1706.000000000000000,5.285611152648926
SumatraSurvey10,"15",N24W30,2/4/2008,"0","1",1995.000000000000000,3.000000000000000
SumatraSurvey10,"35",N24W31,2/1/2008,"0","1",2414.000000000000000,4.000000000000000
SumatraSurvey10,"30",N24W32,2/1/2008,"1","24",1766.000000000000000,4.000000000000000
SumatraSurvey10,"30",N24W32,2/1/2008,"1","25",1766.000000000000000,4.000000000000000
SumatraSurvey10,"30",N24W33,7/25/2007,"1","3",554.000000000000000,6.308719158172607
SumatraSurvey10,"13",N24W34,9/14/2008,"0","1",0.000000000000000,nan
SumatraSurvey10,"24",N25W26,8/11/2007,"1","2",43.000000000000000,11.000000000000000
SumatraSurvey10,"39",N25W27,8/11/2007,"1","10",632.000000000000000,3.000000000000000
SumatraSurvey10,"11",N25W28,6/9/2007,"1","1",2212.000000000000000,1.000000000000000
SumatraSurvey10,"11",N25W28,6/9/2007,"1","2",2212.000000000000000,1.000000000000000
SumatraSurvey10,"11",N25W28,6/9/2007,"1","4",2212.000000000000000,1.000000000000000
SumatraSurvey10,"11",N25W28,6/9/2007,"1","6",2212.000000000000000,1.000000000000000
SumatraSurvey10,"11",N25W28,6/9/2007,"1","10",2212.000000000000000,1.000000000000000
SumatraSurvey10,"16",N25W29,5/11/2007,"0","1",1257.000000000000000,3.366439819335938
SumatraSurvey10,"24",N25W30,5/5/2007,"1","6",2758.000000000000000,3.255021572113037
SumatraSurvey10,"24",N25W30,5/5/2007,"1","23",2758.000000000000000,3.255021572113037
SumatraSurvey10,"5",N25W31,6/1/2007,"0","1",2498.000000000000000,4.000000000000000
SumatraSurvey10,"39",N25W33,8/29/2007,"1","17",1750.000000000000000,4.000000000000000
SumatraSurvey10,"39",N25W34,8/30/2007,"1","6",163.000000000000000,5.405184268951416
SumatraSurvey10,"39",N25W34,8/30/2007,"1","14",163.000000000000000,5.405184268951416
SumatraSurvey10,"39",N25W34,8/30/2007,"1","19",163.000000000000000,5.405184268951416
SumatraSurvey10,"39",N25W34,8/30/2007,"1","25",163.000000000000000,5.405184268951416
SumatraSurvey10,"39",N25W34,8/30/2007,"1","27",163.000000000000000,5.405184268951416
SumatraSurvey10,"26",N25W35,1/1/2008,"0","1",13.000000000000000,11.980004310607910
SumatraSurvey10,"18",N25W36,1/1/2008,"0","1",25.000000000000000,3.357576608657837
SumatraSurvey10,"16",N25W37,7/12/2008,"0","1",0.000000000000000,nan
SumatraSurvey10,"25",N26W25,7/16/2008,"0","1",28.000000000000000,15.251276969909668
SumatraSurvey10,"44",N26W26,8/9/2007,"1","32",81.000000000000000,4.250006198883057
SumatraSurvey10,"44",N26W26,8/9/2007,"1","34",81.000000000000000,4.250006198883057
SumatraSurvey10,"28",N26W27,8/9/2007,"0","1",849.000000000000000,4.000000000000000
SumatraSurvey10,"22",N26W28,6/20/2007,"1","1",769.000000000000000,0.000000000000000
SumatraSurvey10,"12",N26W29,5/15/2007,"0","1",1190.000000000000000,0.250007361173630
SumatraSurvey10,"12",N26W30,5/3/2007,"0","1",1573.000000000000000,1.415076017379761
SumatraSurvey10,"22",N26W31,6/19/2007,"0","1",2021.000000000000000,5.415075778961182
SumatraSurvey10,"37",N26W32,7/3/2007,"0","1",2184.000000000000000,5.250162601470947
SumatraSurvey10,"38",N26W33,7/26/2007,"0","1",1498.000000000000000,6.000000000000000
SumatraSurvey10,"40",N26W34,7/23/2007,"0","1",661.000000000000000,5.000000000000000
SumatraSurvey10,"43",N26W35,1/1/2008,"1","4",92.000000000000000,12.852498054504395
SumatraSurvey10,"43",N26W35,1/1/2008,"1","32",92.000000000000000,12.852498054504395
SumatraSurvey10,"43",N26W35,1/1/2008,"1","34",92.000000000000000,12.852498054504395
SumatraSurvey10,"43",N26W35,1/1/2008,"1","35",92.000000000000000,12.852498054504395
SumatraSurvey10,"43",N26W35,1/1/2008,"1","37",92.000000000000000,12.852498054504395
SumatraSurvey10,"16",N26W36,1/1/2008,"0","1",18.000000000000000,14.340153694152832
SumatraSurvey10,"24",N26W37,1/1/2008,"1","13",9.000000000000000,16.788530349731445
SumatraSurvey10,"24",N26W37,1/1/2008,"1","20",9.000000000000000,16.788530349731445
SumatraSurvey10,"24",N26W37,1/1/2008,"1","23",9.000000000000000,16.788530349731445
SumatraSurvey10,"34",N27W27,4/22/2008,"0","1",42.000000000000000,13.251190185546875
SumatraSurvey10,"27",N27W28,12/3/2007,"0","1",1407.000000000000000,3.000000000000000
SumatraSurvey10,"33",N27W29,1/1/2008,"0","1",1213.000000000000000,2.000000000000000
SumatraSurvey10,"42",N27W30,1/1/2008,"0","1",1189.000000000000000,0.000000000000000
SumatraSurvey10,"40",N27W31,1/1/2008,"0","1",1229.000000000000000,9.852498054504395
SumatraSurvey10,"39",N27W32,1/1/2008,"0","1",1334.000000000000000,15.681485176086426
SumatraSurvey10,"38",N27W33,10/20/2008,"0","1",868.000000000000000,11.629548072814941
SumatraSurvey10,"38",N27W34,2/5/2009,"0","1",1272.000000000000000,4.000000000000000
SumatraSurvey10,"39",N27W35,1/1/2008,"1","31",1189.000000000000000,3.381533145904541
SumatraSurvey10,"29",N27W36,1/1/2008,"1","9",53.000000000000000,12.478924751281738
SumatraSurvey10,"29",N27W36,1/1/2008,"1","10",53.000000000000000,12.478924751281738
SumatraSurvey10,"23",N28W27,4/20/2008,"0","1",25.000000000000000,19.052433013916016
SumatraSurvey10,"34",N28W28,4/5/2008,"0","1",156.000000000000000,4.854428768157959
SumatraSurvey10,"32",N28W29,1/1/2008,"1","20",424.000000000000000,1.250246405601501
SumatraSurvey10,"26",N28W30,1/1/2008,"0","1",1501.000000000000000,1.000000000000000
SumatraSurvey10,"30",N28W31,1/1/2008,"1","11",1712.000000000000000,1.000000000000000
SumatraSurvey10,"36",N28W32,7/29/2008,"0","1",2096.000000000000000,10.000000000000000
SumatraSurvey10,"33",N28W34,2/5/2009,"0","1",1417.000000000000000,3.000000000000000
SumatraSurvey10,"36",N28W36,2/4/2009,"1","14",914.000000000000000,6.000000000000000
SumatraSurvey10,"36",N28W36,2/4/2009,"1","15",914.000000000000000,6.000000000000000
SumatraSurvey10,"36",N28W36,2/4/2009,"1","16",914.000000000000000,6.000000000000000
SumatraSurvey10,"36",N28W36,2/4/2009,"1","18",914.000000000000000,6.000000000000000
